StudentNumber,Gender,Year,Semester,CourseCode,LetterGrade,TotalGrade,GradeonDiscussionForumAccumulatedpoints,GradeonDiscussionLeader,GradeonAssignment1,GradeonAssignment2,GradeonFinalPaper,TotalTimeStudentsspentinCourseonSundays,TotalTimeStudentsspentinCourseonMondays,TotalTimeStudentsspentinCourseonTuesdays,TotalTimeStudentsspentinCourseonWednesdays,TotalTimeStudentsspentinCourseonThursdays,TotalTimeStudentsspentinCourseonFridays,TotalTimeStudentsspentinCourseonSaturdays,TotalTimeStudentsspentinCourseinHours,AverageTimeinCourseinHours,TotalLogins,TotalitemsAccessed,TotaltimespentonAssignment1inHours,NumberofTimesAssignment1Accessed,TotaltimespentonAssignment2inHours,NumberofTimesAssignment2Accessed,TotaltimespentonAssignmentscontentfolderinHours,NumberofTimesAssignmentscontentfolderAccessed,TotaltimespentonFinalPaperinHours,NumberofTimesFinalPaperAccessed,TotaltimespentonReadingfortheCourse,NumberofTimesReadingforthecourseAccessed,TotaltimespentonWeek1Readingsinhrs,NumberofTimesWeek1RdgsAccessed,TotaltimespentonWeek2Readingsinhrs,NumberofTimesWeek2RdgsAccessed,TotaltimespentonWeek3Readingsinhrs,NumberofTimesWeek3RdgsAccessed,TotaltimespentonWeek4Readingsinhrs,NumberofTimesWeek4RdgsAccessed,TotaltimespentonWeek5Readingsinhrs,NumberofTimesWeek5RdgsAccessed,TotaltimespentonWeek6Readingsinhrs,NumberofTimesWeek6RdgsAccessed,TotaltimespentonWeek7Readingsinhrs,NumberofTimesWeek7RdgsAccessed,TotaltimespentonWeek8Readingsinhrs,NumberofTimesWeek8RdgsAccessed,TotaltimespentonWeek9Readingsinhrs,NumberofTimesWeek9RdgsAccessed,TotaltimespentonWeek10Readingsinhrs,NumberofTimesWeek10RdgsAccessed,TotaltimespentonSyllabusinhrs,NumberofTimesSyllabusAccessed,TotaltimespentonWeeklyContentinhrs,NumberofTimesWeeklyContentAccessed,TotaltimespentonWeeklyContentforWeeks9and10,NumberofTimesWeeklycontentwk9andwk10Accessed,TotalHitsonContentAreaApp,TotalHitsinsideContentAreas,HitsonContent,HitsonInformation,HitsonBboardHelp,HitsonAssignment,HitsonCourseResources,HitsonQuiz,HitsonSyllabus,HitsonDocuments,HitsonReadings,Hitsonbooks,HitsonEReserves,HitsonFinalPaper,HitsonMessages,HitsonFirstSteps,HitsonRoster,hitsonParticipation,HitsonSubmittingWork,HitsonWebLinksampother,HitsonTasks,HitsonWebSitesampother,HitsonStaffInformation,HitsonToolsAreaApp,TotalHitsonMyGradesApp,TotalHitsonAnnouncementApp,TotalHitsonDBApp,DBDiscussionLeaderSignupboardMFhits,DBGeneralQuestionsMFhits,DBIntroductionMFhits,DBWaterCoolerMFHits,DBWeek1MFhits,DBWeek2MFhits,DBWeek3MFhits,DBWeek4MFhits,DBWeek5MFhits,DBWeek6MFhits,DBWeek7MFhits,DBWeek8MFhits,DBWeek9MFhits,DBWeek10MFhits,TotalDBMFhits,DBDiscussionLeaderSignupboardNumberofposts,DBGeneralQuestionsNumberofposts,DBIntroductionNumberofposts,DBWaterCoolerNumberofposts,DBWeek1Numberofposts,DBWeek2Numberofposts,DBWeek3Numberofposts,DBWeek4Numberofposts,DBWeek5Numberofposts,DBWeek6Numberofposts,DBWeek7Numberofposts,DBWeek8Numberofposts,DBWeek9Numberofposts,DBWeek10Numberofposts,TotalNumberofDBposts,logtotaltimestudentspentincourse,ReflectlogGrades,LogGradeonDiscussLeader,sqrtgradeonasgnmt1,Loggradeonasgnmt2,LogTotalHitsonContentAreaApp,LogTotalHitsinsideContentAreas,loghitsonassignment,logthitsoncourseresources,loghitsonquiz,loghitsonsyllabus,loghitsondocuments,sqrthitsonweblinksandothers,LogHitsonWebsitesandOthers,SqrtHitsonStaffInformation,SqrtHitsonToolsAreaApp,SqrtTotalHitsonMyGradesApp,LogTotalHitsonAnnouncementApp,LogTotalHitsonDBApp,InvDB?GeneralQuestionsMFhits,SqrtDBIntroMFhits,LogDBWaterCoolerMFhits,LogDBWeek1MFhits,LogDBWeek2MFhits,LogDBWeek3MFhits,LogDBWeek4MFhits,LogDBWeek5MFhits,LogDBWeek6MFhits,LogDBWeek7MFhits,LogDBWeek8MFhits,LogDBWeek9MFhits,LogDBWeek10MFhits,LogTotalDBMFhits,InvDBGeneralQuestionsNumberofposts,InvDBWaterCoolerNumberofposts,LogDBIntroductionNumberofposts,LogDBWk1NumberofPosts,LogDBWk2NumberofPosts,LogDBWk3NumberofPosts,LogDBWeek4Numberofposts,LogDBWeek5Numberofposts,LogDBWeek6Numberofposts,LogDBWeek7Numberofposts,LogDBWeek8Numberofposts,LogDBWeek9Numberofposts,LogDBWeek10Numberofposts,LogTotalNumberofDBposts,StudentDuplicateCases
145,2,2014,Summer,19,A-,92,34.1,10,5,10,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,524,52,0,0,#NULL!,36,#NULL!,#NULL!,15,#NULL!,0,#NULL!,#NULL!,#NULL!,1,#NULL!,0,#NULL!,#NULL!,1,0,#NULL!,0,17,15,90,349,0,0,#NULL!,0,4,5,4,5,4,4,5,4,5,2,42,#NULL!,0,#NULL!,0,4,5,4,5,4,4,5,4,5,2,42,#NULL!,0.97,1,2.24,0.98,2.72,1.72,1.56,#NULL!,#NULL!,1.18,#NULL!,1,#NULL!,0,4.12,3.87,1.95,2.54,#NULL!,#NULL!,#NULL!,0.6,0.7,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.3,1.62,#NULL!,#NULL!,#NULL!,0.6,0.7,0.6,0.7,0.6,0.6,-0.16,0.6,0.7,0.3,1.62,1
146,2,2014,Summer,19,A,100,39.75,10,5,10,35,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1593,58,0,0,#NULL!,19,#NULL!,#NULL!,20,#NULL!,18,#NULL!,#NULL!,#NULL!,0,#NULL!,0,#NULL!,#NULL!,1,0,#NULL!,0,4,3,304,1225,0,0,#NULL!,0,4,8,9,8,7,9,7,11,7,2,72,#NULL!,0,#NULL!,0,0,0,0,0,0,0,0,0,0,0,0,#NULL!,0.1,1,2.24,1,3.2,1.76,1.28,#NULL!,#NULL!,1.3,#NULL!,1,#NULL!,0,2,1.73,2.48,3.09,#NULL!,#NULL!,#NULL!,0.6,0.9,0.95,0.9,0.85,0.95,0.85,1.04,0.85,0.3,1.86,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.85,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1
147,2,2014,Summer,19,A-,94,36.5,9,4,10,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1062,65,0,0,#NULL!,24,#NULL!,#NULL!,29,#NULL!,10,#NULL!,#NULL!,#NULL!,0,#NULL!,0,#NULL!,#NULL!,2,0,#NULL!,4,12,17,152,812,0,0,#NULL!,0,4,3,4,6,6,6,5,8,6,2,50,#NULL!,0,#NULL!,0,5,3,5,6,6,6,6,8,6,2,53,#NULL!,0.88,0.95,2,1,3.03,1.81,1.38,#NULL!,#NULL!,1.46,#NULL!,1.41,#NULL!,2,3.46,4.12,2.18,2.91,#NULL!,#NULL!,#NULL!,0.6,0.48,0.6,0.78,0.78,0.78,0.7,0.9,0.78,0.3,1.7,#NULL!,#NULL!,#NULL!,0.7,0.48,0.7,0.78,0.78,0.78,-0.11,0.9,0.78,0.3,1.72,1
149,2,2014,Summer,6,,99,35.5,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,759,221,#NULL!,#NULL!,#NULL!,38,113,#NULL!,21,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,#NULL!,42,2,8,1,107,420,0,0,4,0,1,8,4,8,10,8,13,11,13,8,88,#NULL!,0,#NULL!,#NULL!,5,8,4,8,10,8,13,13,13,8,90,#NULL!,0.3,#NULL!,4.24,1.07,2.88,2.34,1.58,2.05,#NULL!,1.32,#NULL!,2.83,1.62,1.41,2.83,1,2.03,2.62,#NULL!,2,#NULL!,0,0.9,0.6,0.9,1,0.9,1.11,1.04,1.11,0.9,1.94,#NULL!,#NULL!,#NULL!,0.7,0.9,0.6,0.9,1,0.9,0.05,1.11,1.11,0.9,1.95,1
150,1,2014,Summer,6,,96,38.25,#NULL!,18,10,30,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,482,92,#NULL!,#NULL!,#NULL!,18,63,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,8,1,0,0,69,320,0,0,4,0,2,6,9,6,6,8,5,5,7,7,65,#NULL!,0,#NULL!,#NULL!,7,6,9,6,6,8,5,5,7,7,66,#NULL!,0.68,#NULL!,4.21,1,2.68,1.96,1.26,1.8,#NULL!,0,#NULL!,1.41,0.9,1,0,0,1.84,2.51,#NULL!,2,#NULL!,0.3,0.78,0.95,0.78,0.78,0.9,0.7,0.7,0.85,0.85,1.81,#NULL!,#NULL!,#NULL!,0.85,0.78,0.95,0.78,0.78,0.9,-0.16,0.7,0.85,0.85,1.82,1
151,2,2014,Summer,6,,81,21,#NULL!,18,11,31,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,584,135,#NULL!,#NULL!,#NULL!,54,42,#NULL!,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,#NULL!,21,9,17,16,95,312,0,1,0,0,2,5,3,5,1,4,5,6,3,0,35,#NULL!,1,#NULL!,#NULL!,3,5,2,5,1,4,5,5,3,0,34,#NULL!,1.3,#NULL!,4.24,1.05,2.77,2.13,1.73,1.62,#NULL!,0.95,#NULL!,3,1.32,3,4.12,4,1.98,2.49,1,0,#NULL!,0.3,0.7,0.48,0.7,0,0.6,0.7,0.78,0.48,#NULL!,1.54,1,#NULL!,#NULL!,0.48,0.7,0.3,0.7,0,0.6,-0.16,0.7,0.48,#NULL!,1.53,1
152,2,2014,Summer,6,,99,35.25,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,625,218,#NULL!,#NULL!,#NULL!,28,169,#NULL!,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,19,3,5,2,61,336,0,1,2,0,1,4,7,6,6,5,10,8,6,5,61,#NULL!,1,#NULL!,#NULL!,4,4,7,6,6,5,10,10,6,5,64,#NULL!,0.24,#NULL!,4.24,1.08,2.8,2.34,1.45,2.23,#NULL!,0.9,#NULL!,1.41,1.28,1.73,2.24,1.41,1.79,2.53,1,1.41,#NULL!,0,0.6,0.85,0.78,0.78,0.7,1,0.9,0.78,0.7,1.79,1,#NULL!,#NULL!,0.6,0.6,0.85,0.78,0.78,0.7,0,1,0.78,0.7,1.81,1
153,2,2014,Summer,6,,100,37,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,971,276,#NULL!,#NULL!,#NULL!,24,158,#NULL!,13,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,#NULL!,86,0,0,3,137,554,0,0,5,0,1,7,8,9,6,7,7,8,5,5,68,#NULL!,0,#NULL!,#NULL!,7,7,8,9,6,7,7,7,5,5,68,#NULL!,-0.12,#NULL!,4.18,1.08,2.99,2.44,1.38,2.2,#NULL!,1.11,#NULL!,2.45,1.93,0,0,1.73,2.14,2.74,#NULL!,2.24,#NULL!,0,0.85,0.9,0.95,0.78,0.85,0.85,0.9,0.7,0.7,1.83,#NULL!,#NULL!,#NULL!,0.85,0.85,0.9,0.95,0.78,0.85,-0.07,0.85,0.7,0.7,1.83,1
154,1,2014,Summer,6,,94,31.5,#NULL!,18,11,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,589,110,#NULL!,#NULL!,#NULL!,23,74,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,8,0,54,47,68,309,0,0,3,0,1,4,4,2,4,3,6,4,4,4,39,#NULL!,0,#NULL!,#NULL!,5,4,4,2,4,3,6,6,4,4,42,#NULL!,0.83,#NULL!,4.24,1.05,2.77,2.04,1.36,1.87,#NULL!,0.7,#NULL!,1.41,0.9,0,7.35,6.86,1.83,2.49,#NULL!,1.73,#NULL!,0,0.6,0.6,0.3,0.6,0.48,0.78,0.6,0.6,0.6,1.59,#NULL!,#NULL!,#NULL!,0.7,0.6,0.6,0.3,0.6,0.48,-0.11,0.78,0.6,0.6,1.62,1
155,2,2014,Summer,6,,94,34,#NULL!,17,12,32,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,728,140,#NULL!,#NULL!,#NULL!,38,89,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,11,0,0,13,113,462,0,3,6,0,1,6,8,9,8,4,7,8,5,3,68,#NULL!,3,#NULL!,#NULL!,8,6,8,9,8,4,7,7,5,3,68,#NULL!,0.85,#NULL!,4.12,1.06,2.86,2.15,1.58,1.95,#NULL!,0.3,#NULL!,1,1.04,0,0,3.61,2.05,2.66,0.33,2.45,#NULL!,0,0.78,0.9,0.95,0.9,0.6,0.85,0.9,0.7,0.48,1.83,0.33,#NULL!,#NULL!,0.9,0.78,0.9,0.95,0.9,0.6,-0.07,0.85,0.7,0.48,1.83,1
156,1,2014,Summer,6,,95,32.75,#NULL!,18,12,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,644,118,#NULL!,#NULL!,#NULL!,21,60,#NULL!,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,#NULL!,33,0,8,9,90,418,0,0,4,0,2,4,7,13,11,11,7,8,7,11,85,#NULL!,0,#NULL!,#NULL!,8,4,7,13,11,11,7,7,7,11,86,#NULL!,0.76,#NULL!,4.18,1.08,2.81,2.07,1.32,1.78,#NULL!,#NULL!,#NULL!,2.24,1.52,0,2.83,3,1.95,2.62,#NULL!,2,#NULL!,0.3,0.6,0.85,1.11,1.04,1.04,0.85,0.9,0.85,1.04,1.93,#NULL!,#NULL!,#NULL!,0.9,0.6,0.85,1.11,1.04,1.04,-0.07,0.85,0.85,1.04,1.93,1
157,2,2014,Summer,6,,100,37,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,693,161,#NULL!,#NULL!,#NULL!,16,117,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,27,0,12,12,84,424,0,1,4,0,2,4,6,6,7,6,6,5,6,5,58,#NULL!,2,#NULL!,#NULL!,7,4,6,6,7,6,6,6,6,5,61,#NULL!,0,#NULL!,4.24,1.08,2.84,2.21,1.2,2.07,#NULL!,0.3,#NULL!,1.73,1.43,0,3.46,3.46,1.92,2.63,1,2,#NULL!,0.3,0.6,0.78,0.78,0.85,0.78,0.78,0.7,0.78,0.7,1.76,0.5,#NULL!,#NULL!,0.85,0.6,0.78,0.78,0.85,0.78,-0.11,0.78,0.78,0.7,1.79,1
158,2,2014,Summer,6,,97,35.5,#NULL!,16,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1190,207,#NULL!,#NULL!,#NULL!,64,99,#NULL!,27,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,16,2,6,0,221,754,0,0,6,0,1,9,9,9,9,6,10,8,7,5,79,#NULL!,0,#NULL!,#NULL!,8,9,9,9,9,6,10,10,7,5,82,#NULL!,0.57,#NULL!,4,1.07,3.08,2.32,1.81,2,#NULL!,1.43,#NULL!,1.73,1.2,1.41,2.45,0,2.34,2.88,#NULL!,2.45,#NULL!,0,0.95,0.95,0.95,0.95,0.78,1,0.9,0.85,0.7,1.9,#NULL!,#NULL!,#NULL!,0.9,0.95,0.95,0.95,0.95,0.78,0,1,0.85,0.7,1.91,1
160,2,2014,Summer,6,,99,35.25,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,490,90,#NULL!,#NULL!,#NULL!,14,60,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,14,1,1,1,65,329,0,2,6,0,1,7,9,7,5,10,8,11,12,8,86,#NULL!,2,#NULL!,#NULL!,7,7,9,7,5,10,8,8,12,9,84,#NULL!,0.4,#NULL!,4.24,1.06,2.69,1.95,1.15,1.78,#NULL!,0.6,#NULL!,1.41,1.15,1,1,1,1.81,2.52,0.5,2.45,#NULL!,0,0.85,0.95,0.85,0.7,1,0.9,1.04,1.08,0.9,1.93,0.5,#NULL!,#NULL!,0.85,0.85,0.95,0.85,0.7,1,-0.04,0.9,1.08,0.95,1.92,1
161,2,2014,Summer,6,,93,29.5,#NULL!,18,12,34,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,776,209,#NULL!,#NULL!,#NULL!,31,161,#NULL!,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,#NULL!,19,2,10,7,104,444,0,0,1,0,2,5,3,7,6,10,7,6,7,0,54,#NULL!,0,#NULL!,#NULL!,4,5,3,7,6,10,7,7,7,0,56,#NULL!,0.9,#NULL!,4.24,1.06,2.89,2.32,1.49,2.21,#NULL!,0.9,#NULL!,2.83,1.28,1.41,3.16,2.65,2.02,2.65,#NULL!,1,#NULL!,0.3,0.7,0.48,0.85,0.78,1,0.85,0.78,0.85,#NULL!,1.73,#NULL!,#NULL!,#NULL!,0.6,0.7,0.48,0.85,0.78,1,-0.07,0.85,0.85,#NULL!,1.75,1
162,1,2014,Summer,6,,97,36.5,#NULL!,17,11,33,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,872,234,#NULL!,#NULL!,#NULL!,22,284,#NULL!,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,18,0,31,25,133,449,0,0,5,0,1,6,7,8,7,8,11,10,9,7,79,#NULL!,0,#NULL!,#NULL!,7,6,7,8,7,8,11,11,9,7,81,#NULL!,0.6,#NULL!,4.12,1.04,2.94,2.37,1.34,2.45,#NULL!,0.85,#NULL!,1,1.26,0,5.57,5,2.12,2.65,#NULL!,2.24,#NULL!,0,0.78,0.85,0.9,0.85,0.9,1.04,1,0.95,0.85,1.9,#NULL!,#NULL!,#NULL!,0.85,0.78,0.85,0.9,0.85,0.9,0.02,1.04,0.95,0.85,1.91,1
